lat,lng,pop
10.467,105.636,149837
17.4833,106.6,189265
10.256,105.964,103314
10.235,106.375,59442
10.0154,105.0914,300000
9.6037,105.98,300000
10.05,105.77,1121000
11.6504,106.6,40279
16.47,107.58,950000
21.3304,105.43,350000
10.97,106.8301,652646
18.3338,105.9,165396
11.567,108.9833,179773
10.9337,108.1001,336846
10.5337,106.4167,137498
9.1774,105.15,356636
9.934,106.334,131360
13.78,109.18,805290
10.9691,106.6527,244277
11.323,106.147,126370
21.6,105.83,500000
20.4503,106.333,210000
21.328,103.91,19054
20.2543,105.975,130517
20.42,106.2,243186
21.846,106.757,148000
20.8137,105.3383,105260
20.9604,107.1,172915
20.942,106.331,58030
22.8337,104.9833,38362
22.664,106.268,41112
9.2804,105.72,225000
21.818,105.211,36430
-17.7334,168.3166,44040
-15.5126,167.1766,13397
-13.8415,-171.7386,61916
42.5,1.5165,53998
25.1234,56.3375,94163
25.23,55.28,1379000
25.7915,55.9428,160849
25.5653,55.5533,44411
24.4667,54.3666,603492
25.3714,55.4065,1103027
24.2305,55.74,408733
34.5167,69.1833,3277000
31.112,61.887,49851
31.583,64.36,201546
31.61,65.6949,715542
32.6333,65.8667,10000
34.33,62.17,481009
33.5633,68.4178,141000
36.9317,65.1015,71730
35.9511,68.7011,56369
36.7,67.1,458151
35.9302,64.7701,199795
33.6001,69.2146,103601
34.866,71.15,48400
34.4415,70.4361,597971
32.85,68.4167,13737
34.65,70.1667,17345
36.261,68.04,24000
36.658,65.7383,93241
32.3917,62.0968,73647
35.0167,69.3333,7407
34.983,63.1333,2997
37.1298,70.5792,64704
35.0183,69.1679,53676
36.728,68.8725,259809
32.1123,66.8868,12191
36.73,69.54,64256
34.45,68.8,35008
36.7501,66.8997,179969
36.1393,68.6993,218748
34.8211,67.521,61863
34.4868,62.5918,17484
33.9667,68.9667,22305
34.5167,65.25,15000
17.118,-61.85,35499
40.71,19.972,46866
40.6167,20.7667,58259
41.2,20.3667,12691
40.079,20.149,23437
42.0333,19.8833,6495
41.519,19.797,21286
40.2833,20.0333,11955
41.7833,19.8167,10064
40.5167,20.2333,14046
42.0685,19.5188,155767
40.94,19.716,41469
40.3333,20.6833,7890
42.3333,20.0833,7967
41.3178,19.4482,142432
41.626,20.016,15405
42.083,20.434,17832
40.8667,20.2,11556
41.788,19.654,18695
39.877,20,15147
40.234,20.352,10686
40.9,20.664,40000
41.1215,20.0838,165010
41.6833,20.4333,14848
40.73,19.573,82297
41.3275,19.8189,895350
40.4774,19.4982,89546
40.1812,44.5136,1102000
40.7894,43.8475,148381
40.3589,45.1267,21680
39.9539,44.5506,20562
39.7611,45.3333,8200
40.8128,44.4883,101098
40.3017,44.3592,18779
40.8756,45.1492,14737
-17.3695,23,150
-15.7895,20.36,30000
-12.5783,13.4072,151226
-13.6996,19.86,1307
-5.5596,12.19,91791
-16.74,14.97,447
-12.75,15.76,1100000
-17.3196,13.92,500
-11.79,19.9,21115
-18.0195,21.43,100
-9.2995,14.91,8144
-17.0696,15.73,10169
-6.2696,14.24,60182
-7.2296,12.86,21059
-9.4196,18.43,80000
-9.9996,14.9,795
-11.3196,16.2,531
-14.91,13.49,125632
-7.3496,14.85,10579
-8.1896,15.37,12837
-10.1496,19.26,984
-7.855,13.125,17000
-9.69,14.43,2353
-9.6596,20.39,41316
-8.8383,13.2344,5172900
-11.3595,15.12,12069
-10.5996,21.32,2324
-14.8295,14.55,186
-7.62,15.05,60008
-10.7296,14.98,8915
-14.6666,17.7,13030
-11.21,13.85,33277
-10.7095,22.23,18465
-8.5795,13.66,28224
-11.8896,22.9,298
-9.54,16.34,125856
-12.37,13.5412,207932
-6.1296,12.37,67491
-12.38,16.94,114286
-15.1596,19.17,149
-15.7496,14.08,1502
-15.1896,13.69,1411
-12.0196,17.47,19828
-13.0396,14.24,4837
-15.19,12.16,132900
-15.8,11.86,40000
-8.4196,20.74,31041
-7.38,20.83,11985
-31.55,-68.52,447048
-23.5996,-62.6,1145
-39.02,-67.61,73212
-54.79,-68.31,58028
-36.62,-64.3,111424
-51.65,-72.3,5300
-49.9745,-68.9035,410
-51.6333,-69.2166,85700
-31.6239,-60.69,489505
-31.7333,-60.5333,262295
-28.12,-58.77,47626
-24.7834,-65.4166,512686
-37.6996,-63.1666,3412
-43.25,-65.33,93442
-43.3,-65.1,26335
-29.41,-66.85,162620
-39.8829,-62.5833,2838
-40.8,-63,59122
-30.9329,-61.5666,12655
-38.9666,-64.0833,11499
-39.4833,-62.6833,7100
-24.1833,-65.3,305891
-27.46,-58.99,387158
-27.3578,-55.8851,357119
-45.6834,-70.2666,1825
-33.7496,-61.97,72340
-27.49,-58.81,340823
-26.1728,-58.1828,221383
-24.6996,-60.6,7683
-34.9096,-57.96,694253
-36.7162,-56.6766,13610
-38.94,-69.24,47814
-41.3,-69.5833,5719
-27.7833,-64.2667,354692
-32.5931,-69.346,2390
-26.816,-65.2166,830000
-41.0333,-70.2666,741
-42.05,-71.1666,4269
-32.8833,-68.8166,893000
-38.95,-68.06,242092
-31.4,-64.1823,1452000
-28.47,-65.78,188812
-32.1833,-64.4833,1269
-33.3,-66.35,432310
-32.1796,-64.12,53389
-35.4661,-69.5833,11847
-28.0666,-67.5666,587
-22.4329,-66.1666,6692
-22.7167,-65.7,4480
-23.2,-65.3499,11369
-23.8195,-64.79,49267
-24.2196,-64.87,58430
-23.4167,-66.4833,1093
-39.2666,-65.6833,10000
-40.1,-64.4333,2958
-40.7329,-64.9333,8492
-40.5829,-67.8,1522
-41.15,-71.3,95394
-42.77,-65.04,64555
-42.3996,-66.95,500
-45.6,-69.0833,5185
-45.0333,-70.8333,1548
-42.283,-69.2333,557
-26.5166,-61.1666,2921
-27.2163,-61.2,18297
-26.79,-60.45,81879
-30.2156,-69.14,701
-33.6896,-65.47,49345
-32.41,-63.26,92453
-32.825,-68.8017,66663
-29.1655,-67.5,20343
-23.9,-61.85,6453
-25.3333,-59.6833,4277
-27.6496,-67.0333,11359
-28.8666,-66.2333,2572
-53.7914,-67.699,31095
-47.75,-65.9,3305
-46.6,-70.9334,3766
-49.3,-67.7167,2347
-48.7666,-70.25,2519
-33.07,-68.49,117399
-33.4661,-67.55,4400
-33.5662,-69.0167,22834
-34.6,-68.3333,109163
-35.6596,-63.77,57029
-37.8,-67.6833,17430
-36.2163,-65.45,4458
-25.9495,-60.6166,9421
-32.61,-60.18,25139
-26.2,-54.6,17365
-26.2167,-65.2833,1599
-31.35,-66.6,6020
-30.3496,-66.3167,8989
-31.43,-62.09,59062
-31.3896,-58.03,145210
-50.3333,-72.3,8000
-37.383,-70.2666,8556
-38.5163,-70.3666,1218
-38.9,-70.0667,19152
-31.42,-64.5,69451
-32.6,-62.68,35105
-33.13,-64.35,153757
-27.5833,-60.7167,30051
-32.48,-58.24,67895
-33.02,-58.52,78676
-33.15,-59.34,33120
-45.87,-67.5,140850
-42.9,-71.3166,20048
-28.4661,-62.8333,14133
-36.33,-57.69,25190
-35.5662,-58.0166,21054
-34.9,-60.04,54514
-34.88,-61.5399,24798
-29.14,-59.27,72304
-28.6496,-65.15,13594
-29.4662,-60.2166,9979
-29.1395,-59.65,90184
-25.7996,-62.8666,11387
-34.16,-58.96,81612
-34.0896,-59.04,88781
-34.5796,-59.11,81749
-34.66,-59.44,52949
-33.33,-60.24,127742
-33.8996,-60.57,87652
-34.65,-60.49,34587
-34.5846,-60.9589,85007
-23.14,-64.32,74059
-22.55,-63.81,60819
-25.0833,-64.1834,13376
-24.6666,-65.05,19828
-24.8996,-65.4833,11498
-26.0829,-65.9666,11785
-24.1829,-66.35,4000
-31.66,-64.43,40384
-36.7796,-59.87,53941
-35.1849,-59.0947,18278
-35.43,-60.18,24668
-35.446,-60.89,34718
-29.1796,-58.08,30649
-38,-57.58,555897
-37.8333,-58.25,18967
-37.6655,-59.8,10609
-37.4666,-61.9166,27000
-37.32,-59.15,104325
-37.1829,-62.7333,7190
-36.9,-60.33,86320
-31.25,-61.5,88713
-30.7829,-60.5833,9607
-32.9511,-60.6663,1203000
-33.23,-60.35,44271
-38.74,-62.265,281536
-38.88,-62.08,57209
-38.37,-60.2699,47136
-38.56,-58.75,80478
-34.6025,-58.3975,12795000
47.8333,16.5333,13165
47.2804,11.41,155214
47.5167,9.7667,26928
47.8105,13.04,206279
48.3192,14.2888,349161
47.816,16.25,82762
47.0778,15.41,263234
46.6203,14.31,90610
48.2,16.3666,2400000
-30.8996,135.3,50
-29.2828,114.9166,1213
-16.8878,145.7633,154225
-32.2394,115.7702,20086
-38.0996,145.2834,460491
-20.3104,118.606,14288
-34.7332,135.8666,13630
-31.445,152.9187,48547
-33.1911,137.99,12506
-38.34,141.59,11808
-20.4162,148.5835,3976
-33.6564,115.3487,10214
-27.083,152.95,31513
-36.2396,149.12,6520
-32.8119,134.2149,1060
-37.5696,144.71,29925
-33.92,151.1852,4630000
-17.4833,140.8334,173
-33.8573,121.8889,7888
-21.9311,114.1233,1085
-33.3896,148.02,4838
-29.2163,116,259
-29.4699,149.8301,8203
-14.4666,132.2666,10141
-33.7069,150.32,22076
-41.4498,147.1302,72458
-28.627,122.404,316
-34.5449,146.3973,7299
-28.8815,121.328,227
-37.0342,145.1273,3693
-32.5695,151.16,13813
-32.8453,151.815,1134616
-32.2,121.7666,1004
-35.6896,150.2073,10557
-33.4196,149.57,6111
-34.29,146.04,15455
-33.025,137.5614,22559
-31.5662,143.3833,442
-33.6996,117.5501,3934
-27.0787,153.1509,13649
-36.3162,140.7666,2583
-22.8996,139.9,600
-30.1,145.9333,2475
-21.1439,149.15,75922
-31.2161,119.3167,187
-35.3495,150.47,9250
-35.5596,138.6173,7760
-30.431,137.1656,528
-25.2887,152.8409,25114
-30.987,150.2623,7148
-26.1886,152.6709,11649
-18.2667,127.7667,1209
-37.7312,142.0234,8869
-22.3996,143.0333,1157
-32.5896,149.5801,5391
-32.8996,144.3,265
-21.6366,116.325,686
-32.26,148.5973,31574
-22.6935,117.7931,2723
-33.1296,148.17,11137
-38.1096,147.06,22486
-36.76,144.28,81657
-34.2829,140.6,4716
-34.935,138.6,1145000
-13.2495,131.1,237
-35.0169,117.8916,26445
-17.7161,139.5666,200
-41.0666,145.9167,19972
-37.383,140.8167,1514
-31.955,115.84,1532000
-32.9662,138.8333,1689
-32.0796,150.8501,4624
-41.1495,147.5167,2468
-30.3319,149.7874,7082
-32.9329,117.1666,4238
-19.25,146.77,138954
-38.1996,146.53,18226
-33.42,151.3,3026
-17.9618,122.2308,13218
-33.3443,115.6502,26998
-15.374,128.3601,800
-29.423,153.3533,1806
-34.3829,136.0833,1791
-32.1931,152.5266,17591
-24.8791,152.3509,52472
-25.2405,130.9889,930
-33.5995,150.74,13880
-20.7163,143.1333,296
-23.3639,150.52,65850
-20.7829,117.1333,19260
-26.5594,148.7907,5496
-20.7,140.5,1202
-35.9196,145.65,4659
-30.3071,153.1123,62978
-38.3395,143.58,9089
-23.701,133.88,27710
-37.2795,142.91,6110
-24.8998,113.6501,7392
-32.0991,133.6623,1586
-26.4,146.25,1900
-20.0809,146.2587,9573
-27.6662,114.1667,1537
-15.7666,128.7333,5679
-27.1939,151.2657,9847
-33.4961,150.1528,11128
-34.2333,116.15,4240
-32.721,151.555,18625
-32.5235,115.7471,73356
-20.7304,116.87,16796
-34.6074,138.7264,16362
-38.1675,144.3956,160991
-18.3,143.5333,818
-28.7666,114.6,27258
-37.0496,143.73,7046
-25.5491,152.7209,20678
-12.5329,131.05,5025
-27.5645,151.9555,92800
-21.6576,115.0963,573
-33.28,149.1,39329
-37.0596,142.76,6991
-36.1296,144.75,19457
-25.3662,151.1333,459
-23.5122,148.1673,9398
-31.1026,150.9171,38551
-31.8976,152.4618,44182
-37.5596,143.84,85109
-28.8614,153.568,14242
-23.5662,145.2834,1068
-34.6328,117.6666,1781
-37.8313,140.765,23209
-20.7239,139.49,33200
-28.0662,117.8167,424
-31.0874,152.822,11840
-35.3546,149.2113,32602
-42.0829,145.55,2352
-26.6166,144.25,560
-33.5829,120.0333,1101
-38.38,142.47,29928
-28.2292,152.0203,12347
-12.6666,141.8666,2830
-35.0662,142.3167,1400
-34.4154,150.89,260914
-38.6095,145.59,5985
-34.7096,150.84,10379
-33.1496,136.4334,636
-26.539,151.8406,8573
-13.8162,131.8167,665
-42.85,147.295,80870
-12.4254,130.85,93080
-31.3496,115.9,1446
-26.6,118.4833,654
-37.82,144.975,4170000
-31.1496,136.8,450
-22.0016,148.038,10000
-32.49,137.77,13897
-16.4846,145.4587,3000
-23.8533,151.2467,30489
-28.0815,153.4482,527660
-36.7096,142.19,12830
-20.85,144.2,421
-31.6566,116.6534,5855
-34.8828,150.6,94781
-36.3746,145.3914,33550
-23.1329,150.7567,10769
-34.3096,148.29,7501
-26.8,153.1333,38706
-18.6496,146.1666,6127
-17.5313,146.0387,10143
-29.7668,151.1126,8561
-42.9911,147.3084,14371
-36.8328,139.8501,206
-33.8329,138.6,3061
-20.0013,148.2087,10983
-37.6895,144.57,32368
-35.6995,139.3333,1501
-36.8996,149.9,6367
-31.4828,118.2667,2668
-34.185,142.1514,47867
-28,143.8167,203
-24.9495,150.0833,246
-29.5333,115.75,190
-42.2996,147.3666,1157
-33.2996,117.35,1598
-30.5123,151.6675,22673
-17.2703,145.4694,6959
-19.5702,147.3995,9078
-37.8296,147.61,11005
-19.9167,138.1167,187
-35.283,149.129,327700
-23.4496,144.25,2894
-27.455,153.0351,1860000
-41.1927,146.3311,19317
-33.9329,137.6333,2779
-36.36,146.3,14022
-33.6829,136.9166,537
-33.8296,148.68,6795
-28.5548,150.3253,4251
-34.7496,149.7102,20940
-29.712,152.9377,9955
-35.1296,139.26,18194
-32.2696,150.89,11630
-25.4332,142.6502,158
-24.3496,139.4666,142
-23.3666,119.7333,5138
-25.8996,139.3666,283
-30.7354,121.46,36852
-24.3936,150.4961,6309
-40.8329,145.1167,4202
-41.8784,148.2886,177
-35.5296,144.95,8024
-31.95,141.4331,17395
-35.3396,143.54,9276
-36.06,146.92,104258
-35.1222,147.34,55381
-35.3096,148.22,6526
-28.8167,153.2931,31430
-28.6565,153.6129,6764
-28.1826,153.5466,33065
12.5304,-70.029,68775
40.3953,49.8622,2122300
40.6103,46.7897,7333
41.1923,47.1705,64968
38.754,48.8511,60180
40.6172,47.15,53716
40.685,46.35,303268
40.58,49.63,279159
40.6534,47.7406,35348
39.2092,45.4122,94788
39.8156,46.752,57473
39.9323,48.9203,70684
40.5656,45.8161,8657
41.0708,47.4583,6876
40.9922,45.6289,12626
40.9814,47.8458,11867
39.2015,46.415,42288
43.85,18.383,696731
44.7804,17.18,221738
44.5505,18.68,144334
44.22,17.92,164423
43.3505,17.82,163067
44.9804,16.7,104858
13.102,-59.6165,191152
23.7231,90.4086,12797394
23.6204,90.5,223622
22.84,89.56,1553000
23.1704,89.2,243987
24.9036,91.8736,237000
22.33,91.8,4529000
22.7004,90.375,202242
23.4704,91.17,389411
24.375,88.605,810000
24.0004,89.25,137888
25.8004,89,232209
24.25,89.92,180144
24.5804,88.35,142361
24.9004,89.95,167900
25.75,89.28,285564
24.7504,90.38,330126
50.8333,4.3333,1743000
49.6833,5.8167,26179
51.2204,4.415,920000
50.63,5.58,749110
50.964,5.484,69222
50.446,3.939,91277
51.03,3.7,444336
50.4704,4.87,106284
50.4204,4.45,345367
51.2204,3.23,146469
10.6304,-4.76,60288
13.069,-3.07,17590
11.169,-1.135,17924
11.18,-4.29,360106
11.7804,-0.3697,38108
12.077,1.796,26013
13.4364,0.5304,3273
13.5704,-2.42,79504
13.0904,-1.09,40017
11.662,-1.065,15173
11.5544,-1.7736,3837
12.3703,-1.5247,1149000
10.974,-4.908,18632
12.969,-0.138,9854
12.577,-1.293,12703
12.055,0.361,33910
11.094,-2.098,26884
10.952,-3.248,12732
10.325,-3.174,28023
12.455,-3.464,45341
12.729,-3.86,29048
12.2505,-2.37,87347
12.3335,-2.4669,37535
12.954,-2.263,22904
12.1833,-4.0833,10385
14.099,-1.627,22223
14.034,-0.028,37806
14.45,-0.2333,6691
12.243,-0.611,23892
12.657,-0.569,17489
12.177,-0.356,32052
12.064,-1.334,30137
43.8537,25.9733,184270
43.2156,27.8953,312770
42.6794,26.33,96368
43.5851,27.84,94831
43.138,24.719,42211
42.154,24.754,340494
43.27,26.9294,87283
43.534,26.536,38285
42.5146,27.4746,195966
43.414,23.237,47445
42.2843,22.6911,51067
43.21,23.5625,71633
42.4231,25.6227,143431
42.61,23.0227,82467
43.4238,24.6134,118675
42.6833,23.3167,1185000
41.9438,25.5633,79699
43.0862,25.6555,53115
26.2361,50.5831,563920
-2.9,29.5667,19443
-3.481,30.244,38458
-3.9507,29.6166,20393
-4.1333,29.8,19642
-3.931,29.993,20893
-3.1667,30.5167,6585
-3.261,29.612,18041
-3.426,29.8436,23167
-2.5847,30.0972,6083
-2.8523,30.3173,71076
-3.0833,29.3667,12728
-3.1,30.163,10705
-2.912,29.825,21506
-3.3761,29.36,331700
11.1304,2.94,109701
6.3604,2.09,83503
6.615,1.715,86971
10.3204,1.39,80892
7.1904,1.99,82154
9.7004,1.68,202810
9.34,2.62,188853
6.4833,2.6166,300000
6.4,2.52,762000
32.2942,-64.7839,52320
4.8833,114.9333,296500
-20.46,-66.83,12939
-16.498,-68.15,1590000
-17.33,-67.73,1006
-18.9496,-57.85,22000
-16.1896,-67.72,2361
-17.1696,-68.45,1884
-16.3696,-60.96,25391
-16.36,-58.42,6352
-13.76,-65.58,234478
-18.3295,-59.76,10036
-13.58,-63.5801,2422
-15.6996,-63.08,14429
-17.98,-67.13,246501
-14.7196,-68.42,4189
-17.85,-60.78,9211
-16.65,-68.3,34776
-17.5996,-69.4666,197
-14.8334,-64.9,84259
-19.5696,-65.75,179901
-17.4,-63.73,6353
-16.98,-67.22,4045
-14.3096,-67.37,7376
-14.46,-67.56,11749
-13.2896,-64.71,6490
-16.0833,-68.6666,8447
-16.7795,-60.68,1201
-13.2601,-64.0528,3445
-14.8196,-66.85,19640
-10.83,-65.41,36008
-17.7796,-57.77,10392
-17.41,-66.17,1000000
-17.7539,-63.226,2102998
-19.041,-65.2595,224838
-21.4396,-65.72,28766
-21.4799,-64.77,3000
-20.6396,-65.21,4715
-21.2496,-63.5,18761
-11.0333,-68.7333,44437
-19.18,-64.9199,2428
-20.05,-63.52,27961
-20.45,-63.53,953
-19.7996,-63.22,3025
-19.2996,-64.31,2920
-22.7296,-64.35,36544
-21.53,-64.19,2685
-21.5167,-64.75,159269
-22.0796,-65.6,37215
-12.4996,-68.6666,10
-13.683,-61.8666,72
-19.56,-65.45,4847
-19.0163,-68.3833,573
-18.4896,-64.11,8422
-18.18,-63.77,2926
-19.8496,-68.25,553
-18.1895,-65.18,8224
-20.7666,-67.7833,10
-16.2896,-62.5,4210
-10.983,-66.1,74014
-18.42,-66.64,28069
-18.47,-66.57,4723
-18.8996,-66.78,9114
-17.4,-66.28,227052
-17.55,-65.84,26323
-17.59,-65.93,15816
-17.36,-63.4,11485
-17.3496,-63.26,88616
-16.87,-64.78,1778
-15.4996,-69.1667,1123
-15.79,-68.6601,2190
-5.9995,-40.31,29188
-29.7696,-57.09,123480
-4.97,-39.02,49328
-8.29,-35.03,146219
-30.32,-54.32,55434
-28.6596,-56.01,59613
-28.3,-54.28,65420
-27.8695,-54.46,59281
-30.38,-56.4599,23229
-12.97,-38.48,3484000
-20.3676,-40.318,1209091
-29.71,-52.44,113625
-28.48,-48.78,39711
-21.13,-42.39,91173
-23.3,-51.18,520238
-31.37,-51.98,25340
-26.2396,-51.08,71578
-24.18,-46.8,90385
-25.5235,-54.53,440455
-29.7096,-51.14,876990
-3.2096,-45,26689
-20.2696,-50.26,61931
-25.38,-51.48,150850
-10.8,-65.3499,69586
-8.42,-37.07,57163
-5.19,-37.34,202583
-23.4095,-51.93,328335
-21.61,-55.18,22690
-11.2696,-37.45,55654
-5.1656,-40.666,52933
-22.53,-55.73,94331
-21.41,-50.08,54477
-7.63,-72.67,56862
-6.2666,-57.65,31661
-27.63,-52.27,96087
-3.7395,-43.36,40804
-3.4995,-39.58,55784
-4.23,-44.8,72372
-24.9596,-53.46,257172
-25.42,-49.32,3084000
-4.56,-37.77,44293
-8.11,-35.02,702621
-28.3895,-53.9199,71202
-23.55,-51.47,107085
-15.5395,-47.34,81232
-6.4,-38.85,28323
-28.94,-49.5,43444
-27.1,-52.64,160157
-1.19,-47.18,47766
-4.3296,-38.88,22417
-9.17,-60.64,26983
-13.2495,-43.44,40691
-28.29,-52.8,59417
-2.2396,-49.51,45200
-24.0496,-52.42,75401
-20.4696,-55.79,40803
-15.7833,-47.9161,3716996
-22.6596,-50.42,87471
-2.9596,-47.49,69613
-16.05,-57.51,85274
-29.1695,-51.52,94271
-23.6528,-46.5278,662373
-31.32,-54.1,106098
1.8162,-61.1277,11368
-27.23,-52.03,55367
-30.8396,-51.81,53169
-24.09,-54.27,36426
-26.48,-49.1,130130
-21.21,-50.45,170024
-8,-34.85,921840
-8.0756,-34.9156,3651000
-6.9838,-60.2699,980588
-22.12,-51.39,209502
-2.91,-41.77,138008
-7.4639,-63.04,273883
-30.88,-55.53,89694
-19.016,-57.65,96520
-9.6954,-65.3597,1929
-20.45,-54.6166,778000
-4.2586,-55.925,92308
-27.17,-51.5,38876
-9.9666,-67.8,257642
-2.8896,-40.12,28389
-31.75,-52.33,320674
-3.1,-60,1753000
-30.03,-52.91,74694
-21.4799,-56.15,23780
-29.6833,-53.8,249219
-30.25,-54.92,36721
-26.32,-48.8399,988000
-10.8333,-61.967,65016
-23.41,-51.43,97512
-22.23,-54.81,162202
-26.77,-51.02,63726
-32.56,-53.37,29613
-28.25,-52.42,179529
-33.52,-53.37,27775
-30.05,-51.2,3917000
-5.5796,-36.9101,36125
-32.0495,-52.12,187838
-9.07,-68.67,26192
-28.41,-54.96,31798
-21.93,-50.52,62035
-25.09,-50.16,292177
-26.48,-52,39150
-5.81,-46.15,30217
-26.2396,-48.6,36224
-29.18,-51.17,381270
-23.49,-47.47,563281
-26.1,-49.79,65597
-1.7496,-47.09,32704
-29.92,-51.18,600000
-3.1195,-40.84,25879
-3.69,-40.35,157996
-2.9,-40.85,44481
-16.17,-40.7,29333
-16.8596,-42.0699,22005
-17.87,-41.5,101170
-6.7696,-43.03,48587
-6.0395,-44.24,25158
-4.833,-43.35,134640
-4.5696,-44.67,13638
-5.5096,-45.26,48901
-23.1599,-49.98,35090
-5.25,-44.52,30330
-4.1296,-44.15,34129
-4.4796,-43.88,83288
-9.3307,-38.2657,85350
-9.4166,-36.6166,41095
-15.5696,-56.085,806000
-28.48,-49.02,92275
-28.4996,-50.94,56765
-28.68,-49.39,204217
-20.8896,-45.28,47491
-0.6095,-47.34,40998
-21.29,-46.71,47889
-19.4496,-44.25,201334
-20.06,-44.57,77400
-2.6208,-60.9438,9049
-3.68,-49.72,76337
-15.65,-56.14,249752
-20.46,-45.43,56404
-3.66,-45.39,67424
-20.1495,-44.9,193832
-17.33,-44.93,60164
-21.2496,-45.01,81472
-1.91,-55.52,27587
-18.7596,-44.43,63954
-8.25,-49.29,27115
-1.7596,-55.87,35581
-17.1996,-46.87,70753
-16.02,-49.81,22129
-18.9,-48.28,563536
-19.5796,-46.95,82595
-6.36,-39.3,70380
-18.3996,-49.21,79582
-25.76,-49.73,25621
-16.77,-47.61,36531
-16.65,-49.5,97521
-16.36,-49.5,44058
-16.72,-49.3,2022000
-24.79,-50.01,42091
-18.97,-49.46,85345
-19.78,-47.95,260843
-18.64,-48.2,96565
-16.3196,-48.96,319587
-21.78,-46.57,146588
-21.13,-44.25,78592
-17.2995,-48.28,24822
-10.9,-37.12,685356
-5.8122,-61.2975,21549
-22.22,-45.94,115201
-9.9396,-63.08,58096
-17.73,-49.11,34143
-23.11,-48.93,81285
-20.55,-48.58,101220
-20.89,-47.59,51976
-22.33,-49.08,335024
-22.8796,-48.45,113862
-18.18,-47.95,63544
-25.47,-50.66,45830
-6.22,-36.03,27775
-10.9696,-38.79,31203
-7.4996,-35.32,57534
-20.71,-46.61,98752
-3.2896,-60.62,59102
-8.8296,-35.2,35565
-11.64,-61.21,25762
-12.7166,-60.1166,63231
-2.5196,-45.09,38893
-19.915,-43.915,5575000
-7.84,-35.26,165579
-11.6496,-39.01,56829
-9.75,-36.67,187668
-3.3995,-39.04,21196
-24.33,-50.62,58880
-10.2696,-36.58,42097
-10.82,-42.73,35433
-22.56,-44.17,169386
-12.14,-38.43,124070
-9.5996,-42.11,37945
-9.62,-35.73,1186000
-20.03,-48.94,40931
-11.3,-41.87,63626
-15.2196,-59.35,29381
-22.5196,-44.095,456362
-10.4496,-40.19,48471
-8.89,-36.5,110085
-9.48,-35.84,158545
-4.35,-39.31,42720
-12.25,-38.97,481911
-25.5279,-48.5345,141013
-17.5695,-52.56,38951
-7.2296,-39.42,273883
-7.21,-39.32,225230
-17.8796,-51.75,76547
-15.64,-38.96,26375
-16.4695,-54.64,152912
-19.6796,-51.2,32217
-25.57,-49.18,665063
-17.8196,-50.93,48318
-5.78,-35.24,1088000
-7.1011,-34.8761,956000
-7.5596,-35,71549
-5.65,-37.8,16757
-15,-59.95,1612
-15.2396,-40.63,23558
-14.85,-40.84,308204
-12.14,-45,158292
-15.48,-44.37,34811
-14.3,-39.33,28375
-13.53,-39.97,41498
-13.85,-40.08,135574
-15.7996,-43.31,56572
-13.39,-44.21,23488
-14.2296,-42.79,58877
-24.49,-47.84,53273
-24.72,-47.5699,23784
-14.78,-39.05,230622
-14.7896,-39.28,221938
-16.45,-51.13,28254
-19.73,-50.2,29805
-6.4596,-37.1,54934
-13.3596,-39.08,63231
-8.28,-35.98,242094
-7.23,-35.88,417261
-6.4696,-35.44,23166
-3.75,-38.58,3602319
-15.25,-40.25,59721
-4.94,-37.98,39465
-7.0196,-37.29,92575
-22.92,-45.47,132218
-4.3196,-40.7201,26678
-23.9796,-48.88,62957
-23.59,-48.04,126243
-23.26,-47.3,320170
-4.82,-42.18,31739
-7.08,-41.44,57495
-4.2696,-41.79,44864
-22.9,-47.1,2791000
-21.14,-48.98,109612
-5.115,-42.845,203157
-5.095,-42.78,907000
-29.36,-50.81,60806
-15.0696,-57.19,31311
-18.87,-41.97,250878
-18.78,-42.95,23727
-8.0596,-39.13,42152
-19.39,-40.05,105075
-26.92,-49.09,293949
-16.28,-39.03,19545
-2.55,-44.07,55265
-18.7296,-39.86,77117
-2.516,-44.266,1038000
-2.94,-44.26,6798
-16.4296,-39.08,123173
-17.84,-40.35,37824
-12.47,-49.082,10232
-19.4796,-42.52,407894
-19.98,-43.85,88399
-18.24,-43.61,37343
-3.4,-44.36,34943
-17.1096,-43.81,32114
-17.88,-39.37,55980
-17.0396,-39.5299,47628
-16.72,-43.86,332379
-19.79,-42.14,60066
-21.1196,-42.95,97828
-9.9,-55.91,40466
-20.4096,-42.9,48187
-1.2896,-47.93,137406
-20.67,-43.79,111596
-21.77,-43.375,470193
-21.53,-42.64,46742
-20.85,-41.13,187019
-21.22,-43.77,122211
-27.58,-48.52,1023000
-10.7,-48.4199,9129
-12.4167,-64.4166,956
-26.8996,-48.68,327126
-1.45,-48.48,2167000
-10.2377,-48.2878,235315
-7.1006,-49.948,4047
-1.05,-46.77,57163
-20.324,-40.366,1704000
-2.61,-56.74,64428
-1.1965,-46.14,18958
-10.8173,-55.4506,27139
-11.85,-55.46,8961
-21.75,-41.32,387417
-9.38,-40.51,260985
-9.42,-40.5,95132
-14.21,-41.67,41989
-29.88,-50.27,34628
-22.925,-43.225,11748000
-1.68,-50.49,47164
-21.25,-48.33,69394
-27.8096,-50.31,164676
-7.19,-48.21,50444
-5.35,-49.116,166182
-5.12,-49.3,21301
-4.25,-42.3,21597
-11.7302,-61.7806,24516
